Service category,Procedure,Statewide indicator,Hospital,Number of discharges 2018,25th percentile 2018,Median 2018,"75th percentile, 2018",Number of discharges 2017,25th percentile 2017,Median 2017,75th percentile 2017,Difference in medians,Percent difference from 2017
Outpatient Surgical Procedures,Nasal endoscopy,0,Providence Milwaukie Hosp,15,2100,5695,10478,23,5787,7561,9478,-1866,-0.247
Outpatient Surgical Procedures,Nasal endoscopy,0,Providence Newberg Med Ctr,37,12245,13432,19762,34,11077,13653,18358,-221,-0.016
Outpatient Surgical Procedures,Nasal endoscopy,0,Providence Portland Med Ctr,72,5698,6163,9188,89,4923,5787,9369,376,0.065
Outpatient Surgical Procedures,Nasal endoscopy,0,Providence St Vincent Med Ctr,204,3250,5725,10478,209,6953,7561,12326,-1836,-0.243
Outpatient Surgical Procedures,Nasal endoscopy,0,Samaritan Albany Gen Hosp,40,13389,16203,17949,32,9744,14767,17058,1436,0.097
Outpatient Surgical Procedures,Nasal endoscopy,0,St Charles Med Ctr-Bend,20,3266,11096,19811,15,18357,26752,26752,-15656,-0.585
Outpatient Surgical Procedures,Nasal endoscopy,0,Tuality Comm Hosp,15,1752,6362,15326,,,,,,
Outpatient Surgical Procedures,Nerve block,1,Statewide,1749,1640,2144,5081,1805,1621,2089,5007,55,0.026
Outpatient Surgical Procedures,Nerve block,0,Adventist Med Ctr,37,1981,5108,12965,48,1821,2920,14312,2188,0.749
Outpatient Surgical Procedures,Nerve block,0,Asante Ashland Comm Hosp,39,2058,2762,3349,30,2193,3091,3201,-329,-0.106
Outpatient Surgical Procedures,Nerve block,0,Curry Gen Hosp,10,2478,2678,3037,,,,,,
Outpatient Surgical Procedures,Nerve block,0,Kaiser Sunnyside Med Ctr,31,12185,16518,19344,85,12454,14274,17665,2244,0.157
Outpatient Surgical Procedures,Nerve block,0,Kaiser Westside Med Ctr,37,14073,15414,16539,65,11809,14637,17257,777,0.053
Outpatient Surgical Procedures,Nerve block,0,Legacy Good Samaritan Med Ctr,123,1189,1726,2310,133,1260,1813,2569,-87,-0.048
Outpatient Surgical Procedures,Nerve block,0,Legacy Meridian Park Med Ctr,21,1238,1291,1536,42,1634,2357,12989,-1066,-0.452
Outpatient Surgical Procedures,Nerve block,0,McKenzie-Willamette Med Ctr,20,2371,3132,11610,,,,,,
Outpatient Surgical Procedures,Nerve block,0,OHSU Hosp,403,1495,2070,2954,350,1325,1885,2415,185,0.098
Outpatient Surgical Procedures,Nerve block,0,PeaceHealth Sacred Heart Med Ctr-RiverBend,35,11145,14825,17763,19,10058,14980,21473,-155,-0.01
Outpatient Surgical Procedures,Nerve block,0,Providence Hood River Mem Hosp,41,9245,12778,14611,39,4002,11919,15936,859,0.072
Outpatient Surgical Procedures,Nerve block,0,Providence Medford Med Ctr,38,1848,2644,3323,47,2214,2910,3236,-266,-0.091
Outpatient Surgical Procedures,Nerve block,0,Providence Milwaukie Hosp,177,1448,1854,2172,160,1372,1688,2100,166,0.098
Outpatient Surgical Procedures,Nerve block,0,Providence Newberg Med Ctr,22,960,2832,15698,28,998,11111,14710,-8279,-0.745
Outpatient Surgical Procedures,Nerve block,0,Providence Portland Med Ctr,452,1658,2046,2533,426,1688,1971,2064,75,0.038
Outpatient Surgical Procedures,Nerve block,0,Providence Seaside Hosp,13,2350,10356,16030,,,,,,
Outpatient Surgical Procedures,Nerve block,0,Providence St Vincent Med Ctr,29,5695,7440,13745,28,5624,5787,7561,1653,0.286
Outpatient Surgical Procedures,Nerve block,0,Providence Willamette Falls Med Ctr,29,6514,13030,15168,37,8726,9149,13760,3881,0.424
Outpatient Surgical Procedures,Nerve block,0,Salem Health Salem Hosp,43,6780,9591,17659,19,2361,8857,15909,734,0.083
Outpatient Surgical Procedures,Nerve block,0,Sky Lakes Med Ctr,27,1652,2002,2850,74,1552,2087,3171,-85,-0.041
Outpatient Surgical Procedures,Nerve block,0,St Anthony Hospital,19,9250,12042,20474,21,6216,9961,12932,2081,0.209
Outpatient Surgical Procedures,Nerve block,0,Tuality Comm Hosp,45,1611,1896,2198,56,2111,2245,3070,-349,-0.155
Outpatient Surgical Procedures,Shoulder arthroscopy,1,Statewide,1146,8854,13912,18300,1012,7561,12879,17136,1033,0.08
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Adventist Med Ctr,53,11257,14861,16226,36,14641,15913,17626,-1052,-0.066
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Asante Ashland Comm Hosp,15,13861,22050,27727,33,5479,11688,17187,10362,0.887
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Asante Rogue Valley Med Ctr,15,24315,26100,28742,18,18913,19238,22242,6862,0.357
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Asante Three Rivers Med Ctr,65,13786,20414,21332,61,14001,19080,20628,1334,0.07
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Columbia Mem Hosp,16,15992,16884,22861,,,,,,
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Good Shepherd Med Ctr,17,10816,12925,15753,11,6117,18753,22752,-5828,-0.311
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Grande Ronde Hosp,34,13249,16502,20301,34,12515,14023,21157,2479,0.177
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Kaiser Sunnyside Med Ctr,14,15655,17225,24550,11,16337,16516,25691,709,0.043
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Legacy Good Samaritan Med Ctr,62,13312,15960,18816,53,12590,15233,16152,727,0.048
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Legacy Meridian Park Med Ctr,53,11531,13919,17217,37,9947,12878,15590,1041,0.081
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Legacy Silverton Med Ctr,25,17337,24112,32152,19,21418,24875,26668,-763,-0.031
Outpatient Surgical Procedures,Shoulder arthroscopy,0,McKenzie-Willamette Med Ctr,11,3334,15252,23347,11,3334,3334,33973,11918,3.575
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Mercy Med Ctr,62,18300,23921,26856,28,15598,18038,26925,5883,0.326
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Mid-Columbia Med Ctr,12,13135,21414,28635,20,9503,14396,16511,7018,0.487
Outpatient Surgical Procedures,Shoulder arthroscopy,0,OHSU Hosp,105,11121,13775,16969,113,8236,11651,15251,2124,0.182
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Providence Hood River Mem Hosp,39,10598,11676,15255,21,9349,10712,12236,964,0.09
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Providence Milwaukie Hosp,31,5268,7440,9014,30,4923,6953,7561,487,0.07
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Providence Newberg Med Ctr,22,3684,12168,16369,26,9072,11085,12671,1083,0.098
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Providence Portland Med Ctr,150,7060,8052,8090,129,5350,7561,7561,491,0.065
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Providence Seaside Hosp,14,2350,19925,24997,,,,,,
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Providence St Vincent Med Ctr,26,8052,12077,18557,27,2350,7561,7561,4516,0.597
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Providence Willamette Falls Med Ctr,18,17518,17518,18249,,,,,,
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Salem Health Salem Hosp,45,7625,9831,17657,28,9663,10232,21219,-401,-0.039
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Sky Lakes Med Ctr,64,10336,13694,16618,49,11456,13056,13360,638,0.049
Outpatient Surgical Procedures,Shoulder arthroscopy,0,St Alphonsus Med Ctr-Ontario,11,16972,21481,24609,14,20320,22470,22681,-989,-0.044
Outpatient Surgical Procedures,Shoulder arthroscopy,0,St Charles Med Ctr-Bend,15,8949,11117,14208,14,12274,13646,15758,-2529,-0.185
Outpatient Surgical Procedures,Shoulder arthroscopy,0,St Charles Med Ctr-Redmond,21,4250,13730,15651,,,,,,
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Tuality Comm Hosp,38,8058,12776,17280,30,9699,11910,14451,866,0.073
Outpatient Surgical Procedures,Shoulder arthroscopy,0,Willamette Valley Med Ctr,44,9841,16381,17960,28,7624,12601,15367,3780,0.3
Outpatient Surgical Procedures,Spinal injection,1,Statewide,509,846,1567,2260,418,1034,1645,2408,-78,-0.047
Outpatient Surgical Procedures,Spinal injection,0,Asante Rogue Valley Med Ctr,21,1896,2194,3341,10,1414,1869,3838,325,0.174
Outpatient Surgical Procedures,Spinal injection,0,Kaiser Sunnyside Med Ctr,62,795,846,1795,32,873,1774,2080,-928,-0.523
Outpatient Surgical Procedures,Spinal injection,0,Kaiser Westside Med Ctr,45,795,846,850,27,795,1285,1901,-439,-0.342
Outpatient Surgical Procedures,Spinal injection,0,Legacy Good Samaritan Med Ctr,10,1390,1841,2074,,,,,,
Outpatient Surgical Procedures,Spinal injection,0,Legacy Meridian Park Med Ctr,16,1732,1943,2915,11,1465,2710,2873,-767,-0.283
Outpatient Surgical Procedures,Spinal injection,0,Legacy Mount Hood Med Ctr,15,1594,2408,3024,,,,,,
Outpatient Surgical Procedures,Spinal injection,0,OHSU Hosp,39,1592,2184,3441,32,1513,2401,3888,-217,-0.09
Outpatient Surgical Procedures,Spinal injection,0,PeaceHealth Sacred Heart Med Ctr-RiverBend,29,1301,1602,2348,,,,,,
Outpatient Surgical Procedures,Spinal injection,0,Providence Portland Med Ctr,46,879,1060,1605,47,690,1474,2017,-414,-0.281
Outpatient Surgical Procedures,Spinal injection,0,Providence St Vincent Med Ctr,77,776,1170,2108,76,852,1325,1836,-155,-0.117
Outpatient Surgical Procedures,Spinal injection,0,St Charles Med Ctr-Bend,50,1260,1773,2260,21,1731,2134,2481,-361,-0.169
Outpatient Surgical Procedures,Spinal laminectomy,1,Statewide,919,12077,15913,19498,995,11680,15313,18078,600,0.039
Outpatient Surgical Procedures,Spinal laminectomy,0,Adventist Med Ctr,41,10826,12491,16364,25,9923,11467,14535,1024,0.089
Outpatient Surgical Procedures,Spinal laminectomy,0,Asante Rogue Valley Med Ctr,26,17213,22637,22637,14,18998,19238,20322,3399,0.177
Outpatient Surgical Procedures,Spinal laminectomy,0,Good Samaritan Regional Med Ctr,74,15047,20125,23008,77,16033,18587,22142,1538,0.083
Outpatient Surgical Procedures,Spinal laminectomy,0,Kaiser Sunnyside Med Ctr,80,14472,16434,19312,145,12752,15437,16943,997,0.065
Outpatient Surgical Procedures,Spinal laminectomy,0,Legacy Emanuel Med Ctr,33,16731,21550,29200,32,11900,16198,17614,5352,0.33
Outpatient Surgical Procedures,Spinal laminectomy,0,Legacy Good Samaritan Med Ctr,32,11464,12213,16745,49,11680,15091,17520,-2878,-0.191
Outpatient Surgical Procedures,Spinal laminectomy,0,Legacy Meridian Park Med Ctr,28,12492,17217,17671,69,8470,13811,16152,3406,0.247
Outpatient Surgical Procedures,Spinal laminectomy,0,Legacy Mount Hood Med Ctr,11,11719,13023,17217,,,,,,
Outpatient Surgical Procedures,Spinal laminectomy,0,McKenzie-Willamette Med Ctr,17,15800,19158,22192,29,13806,22129,24345,-2971,-0.134
Outpatient Surgical Procedures,Spinal laminectomy,0,OHSU Hosp,61,12436,15138,17764,50,11929,14333,16429,805,0.056
Outpatient Surgical Procedures,Spinal laminectomy,0,PeaceHealth Sacred Heart Med Ctr-RiverBend,80,14886,16050,20674,63,12795,16095,19739,-45,-0.003
Outpatient Surgical Procedures,Spinal laminectomy,0,Providence Medford Med Ctr,19,13568,19069,19749,24,12967,17144,18467,1925,0.112
Outpatient Surgical Procedures,Spinal laminectomy,0,Providence Portland Med Ctr,115,10430,12657,16940,91,11163,14327,17692,-1670,-0.117
Outpatient Surgical Procedures,Spinal laminectomy,0,Providence St Vincent Med Ctr,149,12046,14825,17719,163,11213,14285,16191,540,0.038
Outpatient Surgical Procedures,Spinal laminectomy,0,Salem Health Salem Hosp,36,10006,14715,19804,56,14590,17448,22212,-2733,-0.157
Outpatient Surgical Procedures,Spinal laminectomy,0,Sky Lakes Med Ctr,15,15989,19254,29819,12,19663,22248,25585,-2994,-0.135
Outpatient Surgical Procedures,Spinal laminectomy,0,St Charles Med Ctr-Bend,75,10866,12804,16344,67,11109,12767,14614,37,0.003
Outpatient Surgical Procedures,Subcutaneous I&D,1,Statewide,1042,1213,1547,2497,1060,1158,1492,2335,55,0.037
Outpatient Surgical Procedures,Subcutaneous I&D,0,Adventist Med Ctr,18,1106,1313,1582,12,1397,1554,1942,-241,-0.155
Outpatient Surgical Procedures,Subcutaneous I&D,0,Asante Rogue Valley Med Ctr,34,1475,2042,2313,34,1401,1836,2098,206,0.112
Outpatient Surgical Procedures,Subcutaneous I&D,0,Grande Ronde Hosp,13,592,592,676,20,649,733,856,-141,-0.192
Outpatient Surgical Procedures,Subcutaneous I&D,0,Kaiser Sunnyside Med Ctr,27,1285,2760,5656,20,1241,2382,4059,378,0.159
Outpatient Surgical Procedures,Subcutaneous I&D,0,Kaiser Westside Med Ctr,14,1285,2243,5440,12,3969,5722,7512,-3479,-0.608
Outpatient Surgical Procedures,Subcutaneous I&D,0,Legacy Good Samaritan Med Ctr,12,465,1031,3383,16,818,1269,3066,-238,-0.188
Outpatient Surgical Procedures,Subcutaneous I&D,0,Legacy Meridian Park Med Ctr,27,768,1387,1482,31,883,1415,1668,-28,-0.02
Outpatient Surgical Procedures,Subcutaneous I&D,0,Mid-Columbia Med Ctr,11,956,2532,4530,11,1162,1282,2156,1250,0.975
Outpatient Surgical Procedures,Subcutaneous I&D,0,OHSU Hosp,131,1476,1740,2601,126,1495,1852,3325,-112,-0.06
Outpatient Surgical Procedures,Subcutaneous I&D,0,PeaceHealth Sacred Heart Med Ctr-RiverBend,26,1273,4608,7206,10,4912,7551,9449,-2943,-0.39
Outpatient Surgical Procedures,Subcutaneous I&D,0,Providence Hood River Mem Hosp,18,1493,3276,4518,15,817,1591,2000,1685,1.059
Outpatient Surgical Procedures,Subcutaneous I&D,0,Providence Medford Med Ctr,15,750,917,1690,19,339,868,1511,49,0.056
Outpatient Surgical Procedures,Subcutaneous I&D,0,Providence Milwaukie Hosp,32,1269,1542,2281,15,956,1304,1651,238,0.183
Outpatient Surgical Procedures,Subcutaneous I&D,0,Providence Newberg Med Ctr,50,1376,1582,2536,47,966,1616,1989,-34,-0.021
Outpatient Surgical Procedures,Subcutaneous I&D,0,Providence Portland Med Ctr,195,956,1373,1779,202,1158,1373,1645,0,0
Outpatient Surgical Procedures,Subcutaneous I&D,0,Providence St Vincent Med Ctr,231,1234,1407,1903,216,1199,1443,1866,-36,-0.025
Outpatient Surgical Procedures,Subcutaneous I&D,0,Salem Health Salem Hosp,35,828,1526,2023,51,1229,1954,2339,-428,-0.219
Outpatient Surgical Procedures,Subcutaneous I&D,0,Sky Lakes Med Ctr,27,3047,4239,4570,19,2916,3518,4556,721,0.205
Outpatient Surgical Procedures,Subcutaneous I&D,0,St Charles Med Ctr-Bend,27,1062,1480,1750,22,1318,1486,2268,-6,-0.004
Outpatient Surgical Procedures,Subcutaneous I&D,0,Tuality Comm Hosp,10,636,1461,1983,,,,,,
Outpatient Surgical Procedures,Thyroidectomy,1,Statewide,441,12537,14602,18196,512,11824,14263,18197,339,0.024
Outpatient Surgical Procedures,Thyroidectomy,0,Kaiser Sunnyside Med Ctr,24,13770,14597,17093,30,13876,16763,20626,-2166,-0.129
Outpatient Surgical Procedures,Thyroidectomy,0,Kaiser Westside Med Ctr,77,13710,16388,19499,49,14048,16753,20140,-365,-0.022
Outpatient Surgical Procedures,Thyroidectomy,0,Legacy Emanuel Med Ctr,21,10853,13324,15032,28,3629,12059,13337,1265,0.105
Outpatient Surgical Procedures,Thyroidectomy,0,OHSU Hosp,88,11680,13586,17422,115,12102,13212,17685,374,0.028
Outpatient Surgical Procedures,Thyroidectomy,0,PeaceHealth Sacred Heart Med Ctr-RiverBend,30,13237,17186,20968,29,15616,15874,17088,1312,0.083
Outpatient Surgical Procedures,Thyroidectomy,0,Providence Portland Med Ctr,45,9669,13350,14980,56,8871,12201,14280,1149,0.094
Outpatient Surgical Procedures,Thyroidectomy,0,Providence St Vincent Med Ctr,63,9669,13515,16238,57,8871,13114,15638,401,0.031
Outpatient Surgical Procedures,Thyroidectomy,0,Salem Health Salem Hosp,13,12759,14649,17981,,,,,,
Outpatient Surgical Procedures,Thyroidectomy,0,St Charles Med Ctr-Bend,12,13955,15146,18207,11,11452,12594,15956,2552,0.203
Outpatient Surgical Procedures,Tonsillectomy,1,Statewide,924,5222,6753,8771,1017,5022,6547,8356,206,0.031
Outpatient Surgical Procedures,Tonsillectomy,0,Asante Rogue Valley Med Ctr,10,8523,8953,10038,,,,,,
Outpatient Surgical Procedures,Tonsillectomy,0,Asante Three Rivers Med Ctr,21,3485,5313,8260,20,3741,4668,8127,645,0.138
Outpatient Surgical Procedures,Tonsillectomy,0,Good Shepherd Med Ctr,14,4841,5099,6330,,,,,,
Outpatient Surgical Procedures,Tonsillectomy,0,Grande Ronde Hosp,10,6126,7264,8636,21,7744,8770,9890,-1506,-0.172
Outpatient Surgical Procedures,Tonsillectomy,0,Legacy Emanuel Med Ctr,162,6753,8994,10548,180,6599,8144,9808,850,0.104
Outpatient Surgical Procedures,Tonsillectomy,0,Legacy Mount Hood Med Ctr,12,6581,9477,11049,12,4514,6724,9501,2753,0.409
Outpatient Surgical Procedures,Tonsillectomy,0,McKenzie-Willamette Med Ctr,16,3334,4143,11871,21,3334,8432,11786,-4289,-0.509
Outpatient Surgical Procedures,Tonsillectomy,0,Mercy Med Ctr,20,4032,4689,5158,26,4602,4999,6091,-310,-0.062
Outpatient Surgical Procedures,Tonsillectomy,0,OHSU Hosp,215,4809,6656,8468,223,4925,6530,8935,126,0.019
Outpatient Surgical Procedures,Tonsillectomy,0,PeaceHealth Sacred Heart Med Ctr-RiverBend,26,8014,8689,10364,29,6511,7936,9897,753,0.095
Outpatient Surgical Procedures,Tonsillectomy,0,Providence Hood River Mem Hosp,18,5150,6703,7509,19,6569,7141,7695,-438,-0.061
Outpatient Surgical Procedures,Tonsillectomy,0,Providence Milwaukie Hosp,21,4737,6163,8052,21,4923,5350,5787,813,0.152
Outpatient Surgical Procedures,Tonsillectomy,0,Providence Newberg Med Ctr,36,4841,7022,7864,21,6312,6649,6973,373,0.056
Outpatient Surgical Procedures,Tonsillectomy,0,Providence Portland Med Ctr,43,4402,6192,8052,77,2350,5350,6948,842,0.157
Outpatient Surgical Procedures,Tonsillectomy,0,Providence St Vincent Med Ctr,86,3150,6163,7023,103,4668,5350,5787,813,0.152
Outpatient Surgical Procedures,Tonsillectomy,0,Samaritan Albany Gen Hosp,42,5207,6396,7316,36,5776,6578,7988,-182,-0.028
Outpatient Surgical Procedures,Tonsillectomy,0,Sky Lakes Med Ctr,33,6315,7217,8394,43,7119,8038,9530,-821,-0.102
Outpatient Surgical Procedures,Tonsillectomy,0,St Anthony Hospital,13,6178,6302,6449,14,5850,6441,6660,-139,-0.022
Outpatient Surgical Procedures,Tonsillectomy,0,St Charles Med Ctr-Bend,29,4806,5736,6166,27,4937,5761,6857,-25,-0.004
Outpatient Surgical Procedures,Tonsillectomy,0,Willamette Valley Med Ctr,12,6534,8684,13221,17,6397,7125,12158,1559,0.219
Outpatient Surgical Procedures,Tympanostomy,1,Statewide,545,3489,5428,7886,557,3553,5350,8160,78,0.015
Outpatient Surgical Procedures,Tympanostomy,0,Asante Three Rivers Med Ctr,11,2511,3534,4703,,,,,,
Outpatient Surgical Procedures,Tympanostomy,0,Legacy Emanuel Med Ctr,149,6007,8489,9122,194,5134,7720,8684,769,0.1
Outpatient Surgical Procedures,Tympanostomy,0,OHSU Hosp,144,2485,3851,6549,129,2719,4000,6886,-149,-0.037
Outpatient Surgical Procedures,Tympanostomy,0,Providence Hood River Mem Hosp,12,2000,5932,6477,11,5732,5850,6728,82,0.014
Outpatient Surgical Procedures,Tympanostomy,0,Providence Newberg Med Ctr,19,5955,6641,7349,10,5479,5854,5984,787,0.134
Outpatient Surgical Procedures,Tympanostomy,0,Providence Portland Med Ctr,21,4814,5698,6192,18,2000,5350,5787,348,0.065
Outpatient Surgical Procedures,Tympanostomy,0,Providence St Vincent Med Ctr,68,2100,4309,5698,70,3345,4904,5641,-595,-0.121
Outpatient Surgical Procedures,Tympanostomy,0,Samaritan Albany Gen Hosp,30,3128,4550,6143,13,2893,3006,4308,1544,0.514
Outpatient Surgical Procedures,Wound debridement,1,Statewide,380,735,1304,5468,552,616,861,1533,443,0.515
Outpatient Surgical Procedures,Wound debridement,0,Kaiser Sunnyside Med Ctr,12,5468,7173,10640,10,4512,5424,7039,1749,0.322
Outpatient Surgical Procedures,Wound debridement,0,Legacy Emanuel Med Ctr,46,735,1304,2534,,,,,,
Outpatient Surgical Procedures,Wound debridement,0,McKenzie-Willamette Med Ctr,17,1730,2073,2073,,,,,,
Outpatient Surgical Procedures,Wound debridement,0,Mercy Med Ctr,18,691,939,1691,46,660,737,958,202,0.274
Outpatient Surgical Procedures,Wound debridement,0,OHSU Hosp,73,371,580,1430,65,375,580,1220,0,0
Outpatient Surgical Procedures,Wound debridement,0,Providence St Vincent Med Ctr,11,6931,8052,8152,26,242,271,2294,7781,28.712
Outpatient Surgical Procedures,Wound debridement,0,St Charles Med Ctr-Bend,15,169,2821,3056,16,100,3331,8937,-510,-0.153
Outpatient Surgical Procedures,Wound debridement,0,Willamette Valley Med Ctr,121,908,917,1404,289,616,777,1175,140,0.18
Pregnancy Related Procedures,Cesarean section w CC,1,Statewide,1656,16124,17248,22262,1680,15950,17475,20862,-227,-0.013
Pregnancy Related Procedures,Cesarean section w CC,0,Asante Rogue Valley Med Ctr,48,20125,23512,26069,57,20730,22375,26180,1137,0.051
Pregnancy Related Procedures,Cesarean section w CC,0,Good Samaritan Regional Med Ctr,32,19625,22254,26186,34,20891,24380,28857,-2126,-0.087
Pregnancy Related Procedures,Cesarean section w CC,0,Kaiser Sunnyside Med Ctr,279,17220,17220,17220,258,17475,17475,17475,-255,-0.015
Pregnancy Related Procedures,Cesarean section w CC,0,Kaiser Westside Med Ctr,159,17220,17220,17220,159,17475,17475,18109,-255,-0.015
Pregnancy Related Procedures,Cesarean section w CC,0,Legacy Emanuel Med Ctr,63,15500,17155,19880,69,14096,16554,17032,601,0.036
Pregnancy Related Procedures,Cesarean section w CC,0,Legacy Good Samaritan Med Ctr,30,14191,16963,18598,29,15500,16772,17775,191,0.011
Pregnancy Related Procedures,Cesarean section w CC,0,Legacy Meridian Park Med Ctr,28,16290,17184,18312,41,16532,16772,17245,412,0.025
Pregnancy Related Procedures,Cesarean section w CC,0,Legacy Mount Hood Med Ctr,17,12691,16381,17184,13,16425,16772,18996,-391,-0.023
