Service category,Procedure,Statewide indicator,Hospital,Number of discharges 2018,25th percentile 2018,Median 2018,"75th percentile, 2018"
Outpatient Surgical Procedures,Tympanostomy,0,Asante Three Rivers Med Ctr,11,2511,3534,4703
Outpatient Surgical Procedures,Tympanostomy,0,Legacy Emanuel Med Ctr,149,6007,8489,9122
Outpatient Surgical Procedures,Tympanostomy,0,OHSU Hosp,144,2485,3851,6549
Outpatient Surgical Procedures,Tympanostomy,0,Providence Hood River Mem Hosp,12,2000,5932,6477
Outpatient Surgical Procedures,Tympanostomy,0,Providence Newberg Med Ctr,19,5955,6641,7349
Outpatient Surgical Procedures,Tympanostomy,0,Providence Portland Med Ctr,21,4814,5698,6192
Outpatient Surgical Procedures,Tympanostomy,0,Providence St Vincent Med Ctr,68,2100,4309,5698
Outpatient Surgical Procedures,Tympanostomy,0,Samaritan Albany Gen Hosp,30,3128,4550,6143
Outpatient Surgical Procedures,Wound debridement,1,Statewide,380,735,1304,5468
Outpatient Surgical Procedures,Wound debridement,0,Kaiser Sunnyside Med Ctr,12,5468,7173,10640
Outpatient Surgical Procedures,Wound debridement,0,Legacy Emanuel Med Ctr,46,735,1304,2534
Outpatient Surgical Procedures,Wound debridement,0,McKenzie-Willamette Med Ctr,17,1730,2073,2073
Outpatient Surgical Procedures,Wound debridement,0,Mercy Med Ctr,18,691,939,1691
Outpatient Surgical Procedures,Wound debridement,0,OHSU Hosp,73,371,580,1430
Outpatient Surgical Procedures,Wound debridement,0,Providence St Vincent Med Ctr,11,6931,8052,8152
Outpatient Surgical Procedures,Wound debridement,0,St Charles Med Ctr-Bend,15,169,2821,3056
Outpatient Surgical Procedures,Wound debridement,0,Willamette Valley Med Ctr,121,908,917,1404
Pregnancy Related Procedures,Cesarean section w CC,1,Statewide,1656,16124,17248,22262
Pregnancy Related Procedures,Cesarean section w CC,0,Asante Rogue Valley Med Ctr,48,20125,23512,26069
Pregnancy Related Procedures,Cesarean section w CC,0,Good Samaritan Regional Med Ctr,32,19625,22254,26186
Pregnancy Related Procedures,Cesarean section w CC,0,Kaiser Sunnyside Med Ctr,279,17220,17220,17220
Pregnancy Related Procedures,Cesarean section w CC,0,Kaiser Westside Med Ctr,159,17220,17220,17220
Pregnancy Related Procedures,Cesarean section w CC,0,Legacy Emanuel Med Ctr,63,15500,17155,19880
Pregnancy Related Procedures,Cesarean section w CC,0,Legacy Good Samaritan Med Ctr,30,14191,16963,18598
Pregnancy Related Procedures,Cesarean section w CC,0,Legacy Meridian Park Med Ctr,28,16290,17184,18312
Pregnancy Related Procedures,Cesarean section w CC,0,Legacy Mount Hood Med Ctr,17,12691,16381,17184
Pregnancy Related Procedures,Cesarean section w CC,0,Legacy Silverton Med Ctr,34,16541,17072,20353
Pregnancy Related Procedures,Cesarean section w CC,0,McKenzie-Willamette Med Ctr,26,16140,19025,22258
Pregnancy Related Procedures,Cesarean section w CC,0,OHSU Hosp,99,17300,21123,27477
Pregnancy Related Procedures,Cesarean section w CC,0,PeaceHealth Sacred Heart Med Ctr-RiverBend,109,20899,24232,27189
Pregnancy Related Procedures,Cesarean section w CC,0,Providence Hood River Mem Hosp,10,19242,22757,39686
Pregnancy Related Procedures,Cesarean section w CC,0,Providence Newberg Med Ctr,28,18582,23250,26787
Pregnancy Related Procedures,Cesarean section w CC,0,Providence Portland Med Ctr,102,14633,20435,22228
Pregnancy Related Procedures,Cesarean section w CC,0,Providence St Vincent Med Ctr,187,17226,21453,23473
Pregnancy Related Procedures,Cesarean section w CC,0,Providence Willamette Falls Med Ctr,40,14633,20243,21669
Pregnancy Related Procedures,Cesarean section w CC,0,Salem Health Salem Hosp,158,9253,10543,17862
Pregnancy Related Procedures,Cesarean section w CC,0,Samaritan Albany Gen Hosp,13,17316,20784,21702
Pregnancy Related Procedures,Cesarean section w CC,0,Sky Lakes Med Ctr,14,17650,20037,22011
Pregnancy Related Procedures,Cesarean section w CC,0,St Anthony Hospital,15,18645,18838,20921
Pregnancy Related Procedures,Cesarean section w CC,0,St Charles Med Ctr-Bend,48,16600,20498,23008
Pregnancy Related Procedures,Cesarean section w CC,0,St Charles Med Ctr-Redmond,10,14500,16600,20845
Pregnancy Related Procedures,Cesarean section w CC,0,Tuality Comm Hosp,12,15684,18118,18642
Pregnancy Related Procedures,Cesarean section w CC,0,Willamette Valley Med Ctr,14,19891,20038,22429
Pregnancy Related Procedures,Cesarean section wo CC,1,Statewide,1964,10546,14950,18220
Pregnancy Related Procedures,Cesarean section wo CC,0,Adventist Med Ctr,23,9000,10424,11447
Pregnancy Related Procedures,Cesarean section wo CC,0,Asante Rogue Valley Med Ctr,68,16449,18289,18851
Pregnancy Related Procedures,Cesarean section wo CC,0,Asante Three Rivers Med Ctr,15,15903,18722,23871
Pregnancy Related Procedures,Cesarean section wo CC,0,Good Samaritan Regional Med Ctr,45,18176,19689,26514
Pregnancy Related Procedures,Cesarean section wo CC,0,Grande Ronde Hosp,10,11162,15837,15979
Pregnancy Related Procedures,Cesarean section wo CC,0,Kaiser Sunnyside Med Ctr,163,10546,10546,10546
Pregnancy Related Procedures,Cesarean section wo CC,0,Kaiser Westside Med Ctr,142,10546,10546,10546
Pregnancy Related Procedures,Cesarean section wo CC,0,Legacy Emanuel Med Ctr,73,12222,14112,16798
Pregnancy Related Procedures,Cesarean section wo CC,0,Legacy Good Samaritan Med Ctr,70,12201,12571,15500
Pregnancy Related Procedures,Cesarean section wo CC,0,Legacy Meridian Park Med Ctr,55,12201,13228,15716
Pregnancy Related Procedures,Cesarean section wo CC,0,Legacy Mount Hood Med Ctr,22,12222,12619,15500
Pregnancy Related Procedures,Cesarean section wo CC,0,Legacy Silverton Med Ctr,27,12650,14214,16715
Pregnancy Related Procedures,Cesarean section wo CC,0,McKenzie-Willamette Med Ctr,74,13051,14838,17998
Pregnancy Related Procedures,Cesarean section wo CC,0,Mercy Med Ctr,22,13192,14839,19481
Pregnancy Related Procedures,Cesarean section wo CC,0,OHSU Hosp,83,13923,16278,20151
Pregnancy Related Procedures,Cesarean section wo CC,0,PeaceHealth Sacred Heart Med Ctr-RiverBend,197,16671,19402,21247
Pregnancy Related Procedures,Cesarean section wo CC,0,Providence Hood River Mem Hosp,18,15331,21188,26936
Pregnancy Related Procedures,Cesarean section wo CC,0,Providence Medford Med Ctr,23,10303,13882,18228
Pregnancy Related Procedures,Cesarean section wo CC,0,Providence Newberg Med Ctr,19,14791,16627,20188
Pregnancy Related Procedures,Cesarean section wo CC,0,Providence Portland Med Ctr,164,12358,15281,15413
Pregnancy Related Procedures,Cesarean section wo CC,0,Providence St Vincent Med Ctr,194,13900,15411,17611
Pregnancy Related Procedures,Cesarean section wo CC,0,Providence Willamette Falls Med Ctr,53,13391,15411,15880
Pregnancy Related Procedures,Cesarean section wo CC,0,Salem Health Salem Hosp,148,6864,7530,12846
Pregnancy Related Procedures,Cesarean section wo CC,0,Samaritan Albany Gen Hosp,23,15009,16706,26772
Pregnancy Related Procedures,Cesarean section wo CC,0,Sky Lakes Med Ctr,19,16714,17872,23018
Pregnancy Related Procedures,Cesarean section wo CC,0,St Anthony Hospital,23,14063,16436,19182
Pregnancy Related Procedures,Cesarean section wo CC,0,St Charles Med Ctr-Bend,93,13350,15390,17634
Pregnancy Related Procedures,Cesarean section wo CC,0,St Charles Med Ctr-Redmond,11,10500,13192,15026
Pregnancy Related Procedures,Cesarean section wo CC,0,Willamette Valley Med Ctr,13,12728,13059,20130
Pregnancy Related Procedures,Newborn care with CC,1,Statewide,3545,2020,3372,6652
Pregnancy Related Procedures,Newborn care with CC,0,Adventist Med Ctr,23,2368,3822,6838
Pregnancy Related Procedures,Newborn care with CC,0,Asante Ashland Comm Hosp,11,3288,4842,6420
Pregnancy Related Procedures,Newborn care with CC,0,Asante Rogue Valley Med Ctr,51,3485,4728,6830
Pregnancy Related Procedures,Newborn care with CC,0,Columbia Mem Hosp,12,2624,3732,4618
Pregnancy Related Procedures,Newborn care with CC,0,Good Samaritan Regional Med Ctr,124,3647,4475,6183
Pregnancy Related Procedures,Newborn care with CC,0,Grande Ronde Hosp,16,1602,2439,2929
Pregnancy Related Procedures,Newborn care with CC,0,Kaiser Sunnyside Med Ctr,777,2020,2020,19661
Pregnancy Related Procedures,Newborn care with CC,0,Kaiser Westside Med Ctr,733,2020,2020,19661
Pregnancy Related Procedures,Newborn care with CC,0,Legacy Emanuel Med Ctr,111,2442,3035,4517
Pregnancy Related Procedures,Newborn care with CC,0,Legacy Good Samaritan Med Ctr,75,2442,3663,4787
Pregnancy Related Procedures,Newborn care with CC,0,Legacy Meridian Park Med Ctr,31,2442,2752,4781
Pregnancy Related Procedures,Newborn care with CC,0,Legacy Mount Hood Med Ctr,30,2043,2609,3825
Pregnancy Related Procedures,Newborn care with CC,0,Legacy Silverton Med Ctr,46,1924,2955,4654
Pregnancy Related Procedures,Newborn care with CC,0,McKenzie-Willamette Med Ctr,76,3552,4647,6678
Pregnancy Related Procedures,Newborn care with CC,0,Mercy Med Ctr,37,3269,3980,5183
Pregnancy Related Procedures,Newborn care with CC,0,OHSU Hosp,121,2811,3641,6000
Pregnancy Related Procedures,Newborn care with CC,0,PeaceHealth Sacred Heart Med Ctr-RiverBend,96,4375,5804,8586
Pregnancy Related Procedures,Newborn care with CC,0,Providence Hood River Mem Hosp,21,2624,3279,5443
Pregnancy Related Procedures,Newborn care with CC,0,Providence Medford Med Ctr,22,4020,6621,7510
Pregnancy Related Procedures,Newborn care with CC,0,Providence Newberg Med Ctr,46,3604,4334,6213
Pregnancy Related Procedures,Newborn care with CC,0,Providence Portland Med Ctr,167,2845,4275,7510
Pregnancy Related Procedures,Newborn care with CC,0,Providence St Vincent Med Ctr,267,2845,3995,5831
Pregnancy Related Procedures,Newborn care with CC,0,Providence Willamette Falls Med Ctr,58,2845,4680,7510
Pregnancy Related Procedures,Newborn care with CC,0,Salem Health Salem Hosp,292,1982,2733,3415
Pregnancy Related Procedures,Newborn care with CC,0,Samaritan Albany Gen Hosp,33,3861,4844,6652
Pregnancy Related Procedures,Newborn care with CC,0,Samaritan Lebanon Comm Hosp,13,3424,4237,5377
Pregnancy Related Procedures,Newborn care with CC,0,Samaritan Pacific Comm Hosp,10,2381,5109,6044
Pregnancy Related Procedures,Newborn care with CC,0,Sky Lakes Med Ctr,17,3301,3811,5339
Pregnancy Related Procedures,Newborn care with CC,0,St Anthony Hospital,11,1634,2411,3694
Pregnancy Related Procedures,Newborn care with CC,0,St Charles Med Ctr-Bend,139,2791,3908,5156
Pregnancy Related Procedures,Newborn care with CC,0,St Charles Med Ctr-Redmond,13,3186,4528,5679
Pregnancy Related Procedures,Newborn care with CC,0,Willamette Valley Med Ctr,22,3523,4234,6693
Pregnancy Related Procedures,Newborn care wo CC,1,Statewide,4057,1534,2284,2845
Pregnancy Related Procedures,Newborn care wo CC,0,Adventist Med Ctr,30,1516,2279,2850
Pregnancy Related Procedures,Newborn care wo CC,0,Asante Ashland Comm Hosp,23,2721,3334,4082
Pregnancy Related Procedures,Newborn care wo CC,0,Asante Rogue Valley Med Ctr,80,2981,3567,3735
Pregnancy Related Procedures,Newborn care wo CC,0,Asante Three Rivers Med Ctr,19,2965,3536,4082
Pregnancy Related Procedures,Newborn care wo CC,0,Good Samaritan Regional Med Ctr,102,2466,3566,3932
Pregnancy Related Procedures,Newborn care wo CC,0,Good Shepherd Med Ctr,10,1925,2326,2549
Pregnancy Related Procedures,Newborn care wo CC,0,Grande Ronde Hosp,13,1967,2213,2719
Pregnancy Related Procedures,Newborn care wo CC,0,Kaiser Sunnyside Med Ctr,446,1010,1010,2020
Pregnancy Related Procedures,Newborn care wo CC,0,Kaiser Westside Med Ctr,318,1010,1010,2020
Pregnancy Related Procedures,Newborn care wo CC,0,Legacy Emanuel Med Ctr,83,2200,2442,2886
Pregnancy Related Procedures,Newborn care wo CC,0,Legacy Good Samaritan Med Ctr,143,2209,2442,2656
Pregnancy Related Procedures,Newborn care wo CC,0,Legacy Meridian Park Med Ctr,155,2209,2442,2656
Pregnancy Related Procedures,Newborn care wo CC,0,Legacy Mount Hood Med Ctr,67,2101,2493,2690
Pregnancy Related Procedures,Newborn care wo CC,0,Legacy Silverton Med Ctr,105,1546,2094,2495
Pregnancy Related Procedures,Newborn care wo CC,0,McKenzie-Willamette Med Ctr,49,2534,3118,3268
Pregnancy Related Procedures,Newborn care wo CC,0,Mercy Med Ctr,49,2668,2819,3159
Pregnancy Related Procedures,Newborn care wo CC,0,Mid-Columbia Med Ctr,19,1949,2058,3262
Pregnancy Related Procedures,Newborn care wo CC,0,OHSU Hosp,196,1660,2379,2772
Pregnancy Related Procedures,Newborn care wo CC,0,PeaceHealth Sacred Heart Med Ctr-RiverBend,285,2496,2849,4202
Pregnancy Related Procedures,Newborn care wo CC,0,Providence Hood River Mem Hosp,42,1534,1894,3087
Pregnancy Related Procedures,Newborn care wo CC,0,Providence Medford Med Ctr,27,1534,1534,3000
Pregnancy Related Procedures,Newborn care wo CC,0,Providence Newberg Med Ctr,88,1755,2959,3346
Pregnancy Related Procedures,Newborn care wo CC,0,Providence Portland Med Ctr,426,1534,1913,2806
Pregnancy Related Procedures,Newborn care wo CC,0,Providence St Vincent Med Ctr,492,1534,2367,2846
Pregnancy Related Procedures,Newborn care wo CC,0,Providence Willamette Falls Med Ctr,121,1534,2246,2845
Pregnancy Related Procedures,Newborn care wo CC,0,Salem Health Salem Hosp,302,2281,2286,2608
Pregnancy Related Procedures,Newborn care wo CC,0,Samaritan Albany Gen Hosp,27,3232,3692,4982
Pregnancy Related Procedures,Newborn care wo CC,0,Samaritan Lebanon Comm Hosp,13,2401,2801,3864
Pregnancy Related Procedures,Newborn care wo CC,0,Santiam Hosp,12,923,1007,1504
Pregnancy Related Procedures,Newborn care wo CC,0,Sky Lakes Med Ctr,20,2038,2901,3311
Pregnancy Related Procedures,Newborn care wo CC,0,St Anthony Hospital,22,1555,2535,2763
Pregnancy Related Procedures,Newborn care wo CC,0,St Charles Med Ctr-Bend,113,1750,2500,3362
Pregnancy Related Procedures,Newborn care wo CC,0,St Charles Med Ctr-Redmond,36,2423,2760,3699
Pregnancy Related Procedures,Newborn care wo CC,0,Tuality Comm Hosp,22,1877,2398,2919
Pregnancy Related Procedures,Newborn care wo CC,0,Willamette Valley Med Ctr,28,2373,2582,2943
Pregnancy Related Procedures,Normal delivery w CC,1,Statewide,1528,8975,12149,13074
Pregnancy Related Procedures,Normal delivery w CC,0,Adventist Med Ctr,10,6752,8978,10246
Pregnancy Related Procedures,Normal delivery w CC,0,Asante Rogue Valley Med Ctr,21,14065,16452,18269
Pregnancy Related Procedures,Normal delivery w CC,0,Good Samaritan Regional Med Ctr,41,9132,11459,16407
Pregnancy Related Procedures,Normal delivery w CC,0,Kaiser Sunnyside Med Ctr,245,12149,12149,12149
Pregnancy Related Procedures,Normal delivery w CC,0,Kaiser Westside Med Ctr,198,12149,12149,12149
Pregnancy Related Procedures,Normal delivery w CC,0,Legacy Emanuel Med Ctr,66,8631,11416,12124
Pregnancy Related Procedures,Normal delivery w CC,0,Legacy Good Samaritan Med Ctr,33,7420,9358,11611
Pregnancy Related Procedures,Normal delivery w CC,0,Legacy Meridian Park Med Ctr,30,7485,11165,12103
Pregnancy Related Procedures,Normal delivery w CC,0,Legacy Mount Hood Med Ctr,25,7420,9876,10984
Pregnancy Related Procedures,Normal delivery w CC,0,Legacy Silverton Med Ctr,43,6961,9904,10828
Pregnancy Related Procedures,Normal delivery w CC,0,McKenzie-Willamette Med Ctr,11,9009,9712,13496
Pregnancy Related Procedures,Normal delivery w CC,0,Mercy Med Ctr,16,8824,11575,12786
Pregnancy Related Procedures,Normal delivery w CC,0,OHSU Hosp,94,10894,12599,13864
Pregnancy Related Procedures,Normal delivery w CC,0,PeaceHealth Sacred Heart Med Ctr-RiverBend,75,10572,13089,16348
Pregnancy Related Procedures,Normal delivery w CC,0,Providence Newberg Med Ctr,37,8660,14250,16383
Pregnancy Related Procedures,Normal delivery w CC,0,Providence Portland Med Ctr,125,8660,9636,14571
Pregnancy Related Procedures,Normal delivery w CC,0,Providence St Vincent Med Ctr,144,8660,10308,14034
Pregnancy Related Procedures,Normal delivery w CC,0,Providence Willamette Falls Med Ctr,38,7955,8674,12192
Pregnancy Related Procedures,Normal delivery w CC,0,Salem Health Salem Hosp,96,6817,7017,11281
Pregnancy Related Procedures,Normal delivery w CC,0,Samaritan Albany Gen Hosp,14,9919,13931,14379
Pregnancy Related Procedures,Normal delivery w CC,0,Sky Lakes Med Ctr,15,9928,13911,17048
Pregnancy Related Procedures,Normal delivery w CC,0,St Charles Med Ctr-Bend,37,10090,11443,15385
Pregnancy Related Procedures,Normal delivery w CC,0,Willamette Valley Med Ctr,15,8583,12626,14260
Pregnancy Related Procedures,Normal delivery wo CC,1,Statewide,7216,5636,8647,11228
Pregnancy Related Procedures,Normal delivery wo CC,0,Adventist Med Ctr,48,6605,7428,7842
Pregnancy Related Procedures,Normal delivery wo CC,0,Adventist Tillamook Reg Med Ctr,16,9106,12866,13931
Pregnancy Related Procedures,Normal delivery wo CC,0,Asante Ashland Comm Hosp,45,9593,12374,14061
Pregnancy Related Procedures,Normal delivery wo CC,0,Asante Rogue Valley Med Ctr,194,10884,13143,14365
Pregnancy Related Procedures,Normal delivery wo CC,0,Asante Three Rivers Med Ctr,85,10201,12763,14721
Pregnancy Related Procedures,Normal delivery wo CC,0,Columbia Mem Hosp,24,7719,9480,12588
Pregnancy Related Procedures,Normal delivery wo CC,0,Good Samaritan Regional Med Ctr,215,7249,9841,12075
Pregnancy Related Procedures,Normal delivery wo CC,0,Good Shepherd Med Ctr,48,5216,9088,12571
Pregnancy Related Procedures,Normal delivery wo CC,0,Grande Ronde Hosp,34,6480,7575,9362
Pregnancy Related Procedures,Normal delivery wo CC,0,Kaiser Sunnyside Med Ctr,691,5332,5332,7465
Pregnancy Related Procedures,Normal delivery wo CC,0,Kaiser Westside Med Ctr,750,5332,5332,5332
Pregnancy Related Procedures,Normal delivery wo CC,0,Legacy Emanuel Med Ctr,168,7567,9407,10583
Pregnancy Related Procedures,Normal delivery wo CC,0,Legacy Good Samaritan Med Ctr,216,7420,9407,9827
Pregnancy Related Procedures,Normal delivery wo CC,0,Legacy Meridian Park Med Ctr,192,7420,9202,9423
Pregnancy Related Procedures,Normal delivery wo CC,0,Legacy Mount Hood Med Ctr,92,7420,9111,9423
Pregnancy Related Procedures,Normal delivery wo CC,0,Legacy Silverton Med Ctr,138,7827,7959,9295
Pregnancy Related Procedures,Normal delivery wo CC,0,McKenzie-Willamette Med Ctr,146,8396,10491,11441
Pregnancy Related Procedures,Normal delivery wo CC,0,Mercy Med Ctr,134,6782,8702,9959
Pregnancy Related Procedures,Normal delivery wo CC,0,Mid-Columbia Med Ctr,22,6606,8507,9995
Pregnancy Related Procedures,Normal delivery wo CC,0,OHSU Hosp,422,9197,10595,13158
Pregnancy Related Procedures,Normal delivery wo CC,0,PeaceHealth Sacred Heart Med Ctr-RiverBend,448,9919,11684,13595
Pregnancy Related Procedures,Normal delivery wo CC,0,Providence Hood River Mem Hosp,69,6906,8418,11654
Pregnancy Related Procedures,Normal delivery wo CC,0,Providence Medford Med Ctr,62,6906,8886,9991
Pregnancy Related Procedures,Normal delivery wo CC,0,Providence Newberg Med Ctr,115,6906,9500,11128
Pregnancy Related Procedures,Normal delivery wo CC,0,Providence Portland Med Ctr,534,6906,8389,10002
Pregnancy Related Procedures,Normal delivery wo CC,0,Providence St Vincent Med Ctr,695,6906,8674,11288
Pregnancy Related Procedures,Normal delivery wo CC,0,Providence Willamette Falls Med Ctr,150,6758,8348,10468
Pregnancy Related Procedures,Normal delivery wo CC,0,Salem Health Salem Hosp,654,5524,5685,9234
Pregnancy Related Procedures,Normal delivery wo CC,0,Samaritan Albany Gen Hosp,77,8000,9858,11680
Pregnancy Related Procedures,Normal delivery wo CC,0,Samaritan Lebanon Comm Hosp,33,5530,9080,11535
Pregnancy Related Procedures,Normal delivery wo CC,0,Samaritan Pacific Comm Hosp,17,9426,10737,12967
Pregnancy Related Procedures,Normal delivery wo CC,0,Santiam Hosp,26,9088,10826,12154
